CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15613197,Ugochukwutubelum,590,FRANCE,Male,40,8,0.0 units,2,1,0,,0
15703199,Golibe,619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0 units
15791304,Ch'ang,604,Germany,Male,25,7,165413.43,1,1 units,1,35279.74,0
15640407,Chidiegwu,821,NULL,Male,45,0 units,135827.33,2,1,1,131778.58,0
15814032,Hsieh,₹807,Germany,Female,31,1,93460.47,,0,0,172782.69 units,0
15757912,Bradley,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0
15588580,Kennedy,584,Germany,Female,36,4,109646.83,1,1,1,70240.79,0 units
15770498,,,France  ,FEMALE,,4,,1,1,1,83478.12,0
15745624,McKenzie,828,France,Male,37,4 units,0.0,2,1,0,94845.45,0
15700209,WALKER,486,France,Male,63,9,97009.15 units,1,1,1 units,85101.0 units,0
₹15594450,Tomlinson,695,France,NULL,49,9,159458.53,1,1,0,135841.35 units,0
15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1
15702715 units,Kao,747,FRANCE,Female,34,10,0.0,2,1,1,50759.8,0
15592578,Nucci,614,Spain,Female,41,7,146997.64,2,0,0,137791.18 units,0
15615176,Welsh,732,France  ,,26,7,0.0,2 units,1,0,154364.66,0
₹15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,1,1,₹105227.86,0
₹15732199,Gether,₹837,Spain,Male,31,9,104678.62,₹1,,1,50972.6,0
15704597,Trumbull,644,France,Male,33,7,174571.36,1 units,0,₹1,43943.09,0
15746183,Pye,573,France,Female,27,4,0.0,2,1 units,1,157549.6,0
15812497,D'Albertis,654,Germany  ,Male,37,5 units,112146.12,1,₹1,0,75927.35,0
15608408,Lazareva,₹598,NULL,Male,39 units,1,0.0,2,1,0,159130.32,0
15663885,Blinova,741 units,France,Male,32,5,0.0,1,1,1,,0
15605341,Baird,681,France,Female,58,8,₹93173.88,1,1 units,1,₹139761.25,0
15775295,McIntyre,630,France,FEMALE,40,0,118633.08,1 units,0,1,60032.46,1
15777553,Hanson,659,France,Female,56,9,123785.24,1,1,0,99504.03,1
15663134,Uspenskaya,535,Spain,Male,58,1,0.0,2 units,1,1,11779.98,1
15748352,Endrizzi,598,Spain,,34,0,104488.17,1,0,1,43249.67,0
15613880,Higinbotham  ,591,Spain,Male,,5,128468.69,1,0,1,137254.55 units,0
₹15642655,Savage,731,,Male,33,1,0.0,1,1,0,130726.96,0
15723320 units,Azubuike,651,Germany,Female,25 units,2,109175.14,2,1,0,114566.47,0
15658409 units,Mao,686 units,France,Male  ,41,5,₹128876.71,3,1,1,₹106939.34,1
15588450 units,Chukwudi,633,France,Female,60,8,69365.25,1,1,1,10288.24,0
15660646,Fanucci,528,France,Male,35,3,156687.1,₹1 units,1,0,199320.77,0
15770984,Fanucci,697,Spain,FEMALE,40,7,130334.35,2,0,,116951.1,0
15776827,Langdon,770,Germany,Male,37,5,141547.26,2,0,₹1 units,180326.83 units,0
15744695,Tu,,France,Male  ,39,5,77652.4,1,1,1,25407.59,0
15791991,Udinesi,773,France,Male,52,4,0.0,1,₹0,1,144113.42,0
15658577,Massie,629,FRANCE  ,Female,37,10 units,99546.25,3,0,1,25136.95,1
15756975,Montemayor,777,Spain,Female,35,3 units,0.0,2,1,1,17257.72,0
15645544,NEKRASOV,642,NULL,FEMALE,30,5,₹129753.69,1,1 units,0,,0
15654959,Hope,670,Spain  ,Male,67,6,158719.57,1,1,1,118607.4,0
15697510,Tien,707,Spain,Female,52,7 units,0.0,1,1,0,,1
15580719,Davis,697,,Female,23,10,0.0,2,1,1,79734.23,0
15675964,Chukwukadibia,₹672,France,FEMALE,45,9,0.0,1,1,1,92027.69,1
15589431,Pedder,807,Germany,MALE,47,1,171937.27,1,1,1,65636.92,
15735719 units,Babbage,790 units,NULL,Female,40,9,0.0,₹2,1,1,,0
15806913,Bishop,670,France,Female,54,2,95507.12,1,1,1,63213.31,0
15648136,Green,658,Germany,Female,28 units,9,152812.58,1,1 units,0,166682.57,0 units
15771856,Cremin,632 units,Spain,NULL,32,1,0.0,2,1,0,₹19525.65,0
15568326,Kenenna,637,NULL,Female,44 units,2,₹0.0,2,1,,149665.65,0
15760849,Nwachukwu,537,France,MALE,39,2,0.0,2,1,1,137651.6,0
15583718,Terry,696,Germany,Male  ,38,6,,1,1,1,8018.49,0
15731755,Hull,680,France,Male,49,10,0.0,2,1,0 units,187008.45,0
15806184,BURNS,618,Spain,Male  ,33,4,0.0,2,,1,77550.18,0
15746139,ENEMUO  ,596,France,Male,33,,139451.67,1,0,0,63142.12,₹0
15592229,Mullan,713,FRANCE,Female,52,0,185891.54,1,1,1,46369.57,1
15754072,Dennis,840,Spain,Female,36,6,0.0,2,1,0,141364.27,0 units
,NULL,781,FRANCE,Female,27,7,186558.55,1,1,,175071.29,₹1
15667458,L?  ,764,Germany,MALE,28,,124023.18,,1,0,166188.28,0
15687719,She,532,SPAIN,Female,37,5,0.0,2,0,1 units,6761.84,0 units
,Parkin,572,France,Female  ,36,8,68348.18,₹2,0,1,50400.32,0 units
15623489,Tu,543,France,Female,67,0 units,128843.67,1,1,1,134612.48,0
15774224,Nixon,613,Germany,Female,30,5,₹131563.88,2,1,0,170638.98,0
15682778,Fedorov,₹680,France,Male,34,9,0.0,2,1,1,95686.6,0
15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1 units
15640418,Omeokachie,649,Germany,FEMALE,41,,115897.73,1,1,0,143544.48,0
15762332,Ulyanova,568,Germany,Female,31,,61592.14,2,1,1,61796.64,0
15790489,Lo Duca,534,Spain,Male,34,5,170600.78 units,₹1,0,1,5240.53,0
15784687,SIMMONS,592,France,Male,36,1,126477.42,1,0,0,179718.17,0
15669782,Chu,820,Germany,Male,39,₹9,111336.89,1,1,0,16770.31,1
15641662 units,Enticknap,₹470,Germany,MALE,39,5,117469.91,2,0,0,63705.9,0
15628523,Chien,539,France,Female,24,3,0.0,2,1,1,198161.07,0 units
15732967,Cremonesi,731,France,Male,19 units,6,0.0,2,1,1,151581.79 units,0
15739248,NULL,727,France,NULL,52,4,0.0,2,1,1,118429.02,0
15671322,Chiang,724,Germany,,,7,115315.04,1,1,0,15216.53,0
15636089,Hs?,678,GERMANY,Female,51 units,1,145751.03,1,0,0,109718.44,1
15793331,Blair,812,France,MALE,32,5,133050.97,2,1,0,89385.92,0
15601351,Moroney,735,France,Male,43,9,127806.91 units,1,1,1,73069.59,0
15606310,Birk,823,France,Male,₹71,5 units,149105.08,1,0,1,162683.06,0
15745827,Padovesi,617,France,Male,30,3,132005.77,1,1 units,0,142940.39,0
15636548 units,Lung,457,Spain,Male,44,7,0.0,2 units,0,0,185992.36,
15756333,Khan,642,France,Female,55,7,0.0,2,1 units,1,101515.76,₹0
15636353 units,Buchi,534,Spain,Male,35,4,0.0,2,0,0,,₹0
15782100,Holloway,₹544,SPAIN,Male,22,3,66483.32,1,0,1,110317.39,0
15748116 units,Zetticci,681,France,Female,29,2,148143.84,1,1 units,1,52021.39,0
15729763,Nelson,655,Spain,Male,34,1,116114.93,1,1 units,1,49492.15,0
15624451,Huddart,641,France,Female,38,3,0.0,2,1,0,116466.19,0
15574886,Palerma,₹706,France,Male,32 units,6,94486.47,1,1,1,146949.74 units,0 units
15586135,Gratwick,₹536,Spain,Female,28,4,0.0,1,1,1,136197.65,0 units
15792726,Sung,470,FRANCE,Female  ,25,8,127974.06,2,₹1,1,183259.35,0
15595039 units,Manna,545,Germany,Female,37,,114754.08,1,₹1,0,136050.44,₹1
15797595,Greenhalgh,,France,Female,40,9,₹131569.63,1,1,1,103970.58,0
15810010 units,Dahlenburg,678,Germany,Male,36,6,118448.15,2,1,0,53172.02 units,₹0
15750671,Egobudike,512,NULL,Male,31,6,0.0,2,1,₹0,168462.26,0
15627203,Hsu,508,Spain,Male,54,10,0.0,1,1,1,₹175749.36,₹0
15742534 units,Faulk,,Germany,Female,28,2,123802.98,2,1,1,155846.69,0
15670172,Padovesi,622,FRANCE,Female,30,4,107879.04,1,0,1,196894.62,0
15812365,GRECO,850,France,Male,40,8,102800.65,1,1,0,60811.56,
15573280,Gallagher,646,Germany,Male,50,6,145295.31,2,₹1,1,27814.74,0
15795881,Alexander,776,Spain,Male,₹35,8 units,106365.29,1,1,1,148527.56,0
15686164,MACLEAN,₹850,Germany,Female,31 units,1,108822.4,1 units,1,1,132173.31,0
15811486,Tang,634 units,Germany,,₹29,8,130036.21,2,0,1,69849.55 units,0
15679429,Bell,694,France,Male,32,0,91956.49,1,1,1,59961.81,0 units
15592123,Buccho,768,France  ,Male  ,30,,0.0 units,2,1,1,199454.37,
15628205,Greco,571,Germany,Female  ,34,1,101736.66,1,0,1,195651.66,0 units
15744843,K'ung,569,Spain,Female,34,₹6,,1,0,0,196555.32,0
15591489,Davison,826,France,Male,26,5,142662.68,1,0,0,60285.3,0
15770091,Edwards,643,Germany,Male,28,9,160858.13,₹2,1,₹0,27149.27,
15802362,Newland,550,Spain,Male,,0,0.0 units,2,0,,70399.71,0
15703167,Rouse,628,France,Female,45,8,0.0,2,,0,193903.06,0 units
15668289,McWilliams,690,Spain,Male,32,2 units,76087.98,1,0,1,151822.66,0
15772262,Vavilov,,Germany,Male,37,9,110483.86,1,1,1,127394.67,0
15585256,Iloerika,805,Spain  ,Male,26,2,0.0,2,1,1,,0
15795132,Molineux,735,France,Female,25 units,3,91718.8,1 units,0,,28411.23,0
15616630,Tobenna,583,Germany,NULL,41,5,,1,1,0,190429.52,0
15645353,Chubb,607,France,MALE,26 units,1,0.0,1,1,0,29818.2,0
15676958,ZITO,765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0
15798824 units,Kennedy,671,Spain,Male,38,0,92674.94,2 units,,0,3647.57 units,0
15566495,Hanson,704,SPAIN,Female,24,,0.0,1,1,0,35600.25,1
15659931,Ibezimako,637,Germany,Female,55,1,123378.2 units,1,1,0,81431.99,1
15571081,Hansen,773,France,Female,41,7,₹190238.93,1,1,1,57549.65,0
15589018,Padilla,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0 units
15653147,Boyle,594,France,Male,35,2,133853.27 units,1,1 units,1,65361.66,0
15642824,Onyekaozulu  ,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
15593954,Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0
₹15728823,Sharwood,836,Spain,Female  ,37,10,0.0,2,1,₹0,111324.41,0
15631868,,744,SPAIN,Male,36,2,153804.44,1,1,1,87213.33,0
15739502 units,Amaechi,549,Germany,Female,31,9 units,135020.21,2,₹1,1,23343.18,0
15707505,Taylor,₹699,Spain,Male,31,8,125927.51,2,1 units,0,147661.47,0
15706185,Clements,596,Germany,Male,47,5,140187.1 units,2,1 units,1,174311.3,0
15642636,Glossop,755,France,Male,29,9,117035.89,1,1,1,21862.19,0
15728912,SWANSON,554,France,Female,44,6,92436.86,1,1 units,0,126033.9,0 units
15758050,Madukwe,622,Spain,Male,37 units,4,0.0,2,1 units,0,4459.5 units,0
15646615,Muir,576,Germany,Male,28,1,₹119336.29,2,0,1,58976.85,0
15761477,Golibe,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,₹0
15793883,Lo Duca,798,France,Male,28,3,0.0,,1,0,2305.27,0
15688071,Collins,609,Spain  ,Male,₹53,10,,1,1,₹1,,0
15617507,WILSON  ,530,Spain,FEMALE,36,7,0.0,2,1 units,0,80619.09,0
15788448,WATSON,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0
15571928,Fraser,679,France,Female,43,4,0.0,3,1,0,115136.51,1
₹15633866,Hsiung,753,GERMANY,Male,30,₹1,110824.52,1 units,1 units,1,57896.27,0
15674156,Tretiakova  ,810,Germany,Male,69,3,27288.43,1,1,1 units,110509.9,0
15795151,Hartzler,705,France,Female,38,3,123894.43,1 units,1,0,21177.1 units,0
15660602,Ch'eng,464 units,Germany,Male,33,8,164284.72,2,1,1,3710.34,0
15655464,Combes  ,640,France  ,Female,67,3 units,0.0,1,0,1 units,42964.63,0
15720284,Crawford,607,Germany,Female,37,4,₹135927.06,1,0,0,180890.4,0
15770554,Fraser,₹769,France,Male,31,4,61297.05,2,₹1,1,7118.02,0
15605742,Tuan,₹737 units,NULL,Male,43,0,80090.93,1,1,₹0,39920.0,1
15671209,HOLDEN,593,Germany,Female,29,5,101713.84 units,3,1,0,₹134594.99,₹0 units
15797686,Howard,558,France,Male,38,₹8,113000.92,1,1,1,152872.39,0
,Hsia,602,Spain,Male,33,5,0.0,2,0,1,,0
15778947,Sullivan,628,France,Male,36,3 units,0.0,2,1,1,8742.91,0
15649078,Christian,850,Germany,Female  ,27,8 units,111837.78,2,1,1 units,110805.79,0
15604576,Eiland,850,Spain,Male,22,3,0.0,1,1,1,144385.54,0
15799932,Iweobiegbunam,812,France,Male,24,10,0.0,2,1,1,156906.15,0
15636444,Craig,535,Germany,FEMALE,53,5,141616.55,2,1,1,75888.65,0
15646632,Reid,741,France,Male,38,,0.0 units,2,1,0,14379.01,0
15568240,Ting,492,,Female,,10,77168.87,2,0,1,146700.22,0
15811985,Power,530,Spain,,44,₹6,₹0.0,2,0,0,55893.37,0 units
15669175,Ts'ai,479,Germany  ,Male,24,6,107637.97,2,0,₹1 units,169505.83,0
15744914,Moore,539 units,Germany,Male,42,1,177728.55,₹1,1,0,₹105013.63,0
15688128,Loggia,₹542,Spain,MALE,34,8,108653.93,1 units,0,1,144725.14,0 units
15672798,O'Brien,656,France,Female,45,7,145933.27,1,,1 units,199392.14,0
15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
15766683,Coombes,549,Germany,Male,36,6 units,139422.37,1 units,0,0,83983.39 units,1
15640280,Cameron,850,France,,39,4,127771.35,2,0,1,151738.54,0
15751297,Wilson,732,France  ,,36,5,0.0,2,1,0 units,161428.25 units,0
15626012,Obidimkpa,459,France,Male,26,4,149879.66,1,0,,50016.17,0
15670039,Sun,509,Spain,Female,25,3,108738.71,2,1,0,106920.57 units,0
15813741,Nnachetam,549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0
15589312,Larkin  ,₹588,France,Male,30,3,115007.08,1,0,0,₹176858.5,0
15751788 units,Johnson,850,,Male,28,9,97408.03,1,1,1,175853.64,0 units
,Bligh  ,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
15644005,Holman,571,France,Female,33,9,0.0,2 units,0,1,77519.62,0
15733777,Evans,817,France,Male,44,8 units,0.0,1,₹0,0,65501.91,1
,Manna,,Germany,Female,34,6,106434.94 units,1,0,1,137995.66,
15744398,Burns,525,France,Female  ,23,5,0.0,2,1,0,160249.1,0
15782181,Greco,592,Spain,Male,35,6,₹80285.16,1,1,0,72678.75,1
15665129,Kapustin,545,Germany,Male,33 units,1,132527.9,2,0,1,107429.71,0
15696141,Kruglov,516,SPAIN,FEMALE,31,7,0.0,,1,,47018.75 units,0
15675320,Leonard,758,Spain  ,Female,40,5,,2,0,0,123218.81,0
₹15603554,Berkeley,513,France,Female,45,0,164649.52,3,1,0,49915.52,1
15655875,,511 units,France,Female,33,3,0.0,2,,0,132436.71,0
15653275,Lei,,Spain,Female,54,1,0.0,2,1,0,45113.92,1
15642093,Piccio,646,France,Male,30,7,0.0,2,₹1,₹0,153566.97,₹0
15682540,Cremonesi,602,France  ,Female,33,8,0.0,2,1,1,112928.74 units,0
15723658 units,Voronina,712 units,Spain,FEMALE,30,6,0.0,2,1,0,152417.97,0
15765048 units,Watt,545,France,,30 units,3,0.0,₹2,1,0,170307.43,0 units
15756475,Kenniff,551,NULL,Male,31,9,82293.82,2,1,1,91565.25,0
,Milani,714,France,MALE,52,4,100755.66,1,1,1,186775.25 units,0
15772482,Iloerika,829,Germany,Male,28 units,3,132405.52,3,1,0,104889.2,1
15746805 units,Thomson,597,France,Male,33,9,0.0,2,1,0,49374.82,0
,Lo,496,NULL,Male,₹29 units,₹2,0.0,₹2,1,0,55389.59,
₹15681206,Hsing,722,France,Female,₹49,3,168197.66,1,1,0,140765.57,1
15713347,Reynolds,577,Spain,Male,48,6,179852.26,1,1 units,0,193580.32,0 units
15704769,Smith,585,France,Female,67 units,5,113978.97,2,0,1,93146.11 units,0
15594133 units,Erskine,697,Spain,Male,62,7,0.0,1,1 units,0,129188.18,1
15734161,Nnonso,636,France,Male,43,6,0.0,2,1,0,43128.95,0
15610727 units,Ch'in,₹605,France,Male,₹36,₹7,128829.25,1,1,0,190588.59,0
15615020,,595,Germany,Female,₹41 units,9,150463.11,2,0,1,,0
15756850,Golovanov,479,NULL,Male,40,1,0.0,2,0,0,114996.43,0
15753215,Yashina,₹651,Spain,,36,8,0.0,2,1,0,91652.43,0
15773071,,780,Spain,Female,33,6,₹145580.61,1,1,1,154598.56,0
15735549 units,LORI,810,Germany,Male,35,3,96814.46 units,2,1,1,120511.03,0
15566253,NULL,580,Germany,Male,44,9,143391.07 units,1,0 units,0,146891.07,1
15588587,Stetson,,France,Female,36 units,1,86837.95,₹1 units,1 units,1,105280.55,0
₹15650437,Shen,522,Germany,Male,32,8,124450.36,2,,1,165786.1,0
15726153,Fanucci,622,France,Male,₹31,5,106260.67,1,1,1,2578.43,0
15700476,Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,34338.21,
15814536,Conti,549,France,Male,37,2,112541.54,2,0,0,47432.43,0
15738715,Alexander,600,France,Female,37,4,,3,1,0,7312.25,1
15779522,Efimov,736,France,Female,24,0,0.0,2,1,₹0,109355.73,1
15799790,Carter,763,France,NULL,,9,0.0,1,1,1,31372.91,0
15778418,Burns,₹637,Germany,Male,40,9 units,154309.67,1,1,1,125334.16,1
15636872,Amadi,585,France,Female  ,32,8,144705.87 units,2,0,0,171482.56,0
15662152,Trevisan,552,France,Female,38,9,134105.01,1,0,0,57850.1,0
15791326,Nnamdi,566,France,Male,34,3,0.0,1,₹0,0,188135.69 units,0
15687162,Clayton  ,461 units,France,MALE,51 units,9,119889.84,1,0,0,56767.67,1
15736274,Prokhorova,751 units,France,Male,31,8,0.0,2,0,0,17550.49,0
15705544 units,Ma,633,France,Male,61,3,157201.48,,0,1,50368.63,0
15773809 units,Campbell,620,France,,42,4 units,0.0,2,,0,6232.31,0
15789546,Ojiofor,639,Spain,Male,28,8,0.0,₹2,1,0,126561.07,0
15661626,Algeranoff,₹732,Germany,Female,45,6,₹98792.4,1,,0,81491.7,1
15686436,Newbery,523,Spain,NULL,32,4,0.0,2,1,0,167848.02,0
₹15646161,Steinhoff,673,SPAIN,FEMALE,37,8,0.0,2,1,₹1,183318.79,0 units
15605684,PHELAN,664,France,Female,,7,104158.84,1,1 units,0,134169.85,0
15695103 units,Carr,790,Spain,Male,37,6,,2,1,,119484.01,0
15678626,Okonkwo,538,Spain,FEMALE,31,0,0.0,2,0,0,179453.66,0
15645621 units,Hunter,811,NULL,Male  ,44,3,0.0,₹2,0 units,1,78439.73,0
15643188,Barnett,671,Germany,Female,47,7,,2,1,0,153194.32,1 units
15623202,Maslov,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,₹1
15725002,Smith,,France,Male,37,7,0.0,2,1,0,20306.79,0
15616088,Lucas,782,FRANCE,Female  ,70,7,97072.42,1,0,1,131177.22,0
₹15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
15677049,O'BRIEN,,GERMANY,Female,25,7,106570.34,2,0,1,,0
15690695 units,FLYNN,683,NULL,Female,33,9,0.0,2,1,1,38784.42,0
15678571,Barber,723,FRANCE,Male,21,4,0.0 units,2,0,0,24847.02,0
15602010,Zikoranaudodimma,850,Germany,Female,₹45,₹5,103909.86,1,1,0,₹60083.11,₹1
15697567,Bazarova,₹752,France,NULL,33,4,0.0,2,1,1,39570.78,0 units
15625905,Griffen,592,Spain,Male,41,0,0.0,2,1,0,65906.07,0
15722004,HSIUNG,543,France,Female,31,4,138317.94,1,0,0,61843.73,0
15730579 units,Ward,850,France,Male,68,5,169445.4,1,1,1,186335.07,0
15727605,Shih,533,Germany,MALE,43,4,80442.06,2,0,1,12537.42,0
15740264,Yobachi  ,640,France,Male,38,9,0.0,2,1,0,88827.67,0
15792102,Yefremova,774,France,Female,42,3,137781.65,1,0,0,199316.19,0
15611848,Kwemtochukwu,850 units,Germany,Male,32,3,137714.25,1,₹0,1,159403.68,0
15705379,Upjohn  ,678,France  ,Male,38,3,0.0,2,1,0,66561.6,0
15678173,COLLEE,629,Spain,Male,35,4,174588.8,2,0,1,158420.14 units,0
15743016,MacDonald,602,SPAIN,FEMALE,22,7,141604.76 units,,1,0,30379.6,0
15758171,Tien,582,France,Male,20,4,0.0,1,1,1,55763.66,0 units
15711759,Wilkins,576,France,Female,29,5,108541.04 units,1,1,1 units,126469.09,0
15745621,WERTHEIM,640,Spain,FEMALE,32,6,118879.35,2 units,1,1,19131.71,0
15722583,Benjamin,636,Spain,Female,29,6,157576.47,2,1,1,101102.39,0
15709004,Mai,528,Germany,Male,22 units,5,93547.23,2,0,,961.57,0
15790658,Iqbal,621,Spain,Male,₹42,8,68683.68,1,1 units,1,74157.71 units,0
15747647,Iadanza,589,Spain,Female,27,4,0.0,2,1,0,144181.48,0
₹15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0 units,172572.64,0
15721019,Jones,687,France,FEMALE,24,3,110495.27,1,1,0,158615.41,0
15785980,Williford,588,Spain,Male,34,6,121132.26,2,1,0,86460.28,0
15722479,Ikenna,707,France,Male,37,1,0.0,2,0,1,6035.51 units,
15785358,Gresswell,586,Germany,Male,46,8,106968.96,1,1,1,79366.98,1
15790757,Cody,769,France,Female,25,10,0.0,2,,0,187925.75,0
15761132,Capon,682,Spain,NULL,46,7,128029.72,1,1,1,62615.35,0
15690673,Cameron,656,France,Female,39,6,0.0,2,1,0,141069.88,0
15673570,Olsen,580,France,Male,37,9,0.0,2,0,₹1,77108.66,0
15734438,Kanayochukwu,590,France,Female,29,4,0.0,2,1,0,121846.81,0
15753754,MORRISON  ,587,Spain,Female  ,34,1,0.0 units,2,1,1 units,,0
15789201,Thomson  ,603 units,Germany,Female,35,9 units,145623.36,1,1,0,163181.62,0 units
,Doyne,762,,Female,43,₹5,134204.67,1,1,1,139971.01,0
15759021,Kay  ,685,France,Male,35,9,0.0,1,1,0 units,167033.83,0
15656176,Jenkins,501,France,Male,57 units,10,0.0,2,1 units,1,47847.19,0
,NULL,548,Spain,Male,39,7,131468.44,1,1 units,0,₹164975.82,0
₹15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,₹0,102628.56,1
15625706,White,693,GERMANY,Male,45,2,116546.59 units,2,0,0,23140.28,1 units
15616431,Chiu,608,France,MALE,33,4 units,0.0,1,0,1,130474.03,₹0
,Owen,791,Spain,Male,25,7,0.0,1,1,0,89666.28,0
15782879,Lang,₹656,FRANCE,Male,40,2,0.0,2,1,1,180553.48,0
15684995,Chamberlain  ,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0
15632736,Liang,850,GERMANY,Female,30 units,,104911.35,2,1,1,₹42933.26,0
15750335,PATERSON,850,Germany,NULL,43,,108508.82,3,₹1,0,184044.8 units,1
15657829,Fanucci,806,Germany,Male,30,8,168078.83,1,1 units,0,85028.36,
15636388,NULL,₹702,Germany,Female,23 units,7,98775.23,1,1,0,114603.96,0
15637366,Su,505,GERMANY,,25 units,5 units,114268.85,2,1,1,126728.27,0
15764892,Spinelli,590,Spain,Female,51,10,,2,1,1,190937.09,0
15810995,Wright,526,Germany,Male,₹34,3,122726.56,1,1,1,46772.36,0
15693376,Baryshnikov,741,Spain,Male,43,₹0,0.0,2,1,1,2920.63,1
15644212,HAN,644,Spain,NULL,28,0,0.0,2,1,0,119419.37,0
15749905,Carr  ,698,Spain,Female,47,6 units,0.0,1,1,,50213.81,
15749951 units,Sacco,,Germany,Male,27,5,126285.73,1,1,0,,1
15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0
15685243,Jamieson,736,France,Female,63,10,0.0,2 units,0,,502.7,0
15632789,Maclean,794,France,Male  ,30,8,0.0,2,1,1,24113.91,0
15628292,LUCCHESI,850,France,Male,32,4,156001.68,2,1,1,151677.31,0
₹15794159 units,Highett,633,France,Female,26,8,124281.84,1,1,1,60116.57,0
15600626,BRADLEY,710,France,Male,30,6,0.0,2,1,1,8991.17,0
15586914,Nepean,659,France,Male,36,6,123841.49,2,₹1,0,96833.0,0
15759874,Chamberlain,532,France,Male,44,3,148595.55,1,1,0,74838.64,
15662403,Kryukova,622 units,France,Female,32,₹6,169089.38,2,1 units,0,101057.95,0
15669060 units,Woolnough,₹662,France,Male  ,74,6,,2,1,0,123583.85,0
15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1
15600720,Moore,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0
15801351,Milanesi,583,France,Male,40,3,,2 units,1,,47728.0,0
15633474,Whitehead,586,France,Male,51,2,138553.57,1,1,1,92406.22 units,0
15788068,Lopez,743,Germany,Male,45,10,,3,1,0,22512.44,1
15644833 units,Duncan,675,NULL,Male,54,2,0.0,1,1,0,149583.67,1
15611409,Sun,676,Spain,MALE,35,₹0 units,0.0 units,2,0,0,139911.58,0
15664737,Lei,779,Spain,Female,38,7,0.0,2,,,138542.87,₹0
15736816,Young,756,Germany,Male,36,2,136815.64,,1,1,170041.95,0 units
15620111,Fan,₹659,France,,54,8,133436.52,1,1,0,56787.8,0
15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0
15758116 units,Rossi,666,France,MALE,53,5,64646.7,1,1,0,128019.48,1
15598161,NULL,654,France,Male,47,10,0.0,2,1,0,,0 units
15617136,NULL,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
15640454,Parkhill,693,GERMANY,NULL,40,0,120711.73,1,0 units,0,27345.18,1
15613886,Trevisan,722,Spain,Male,43,,0.0,1,1,0,44560.17,₹1
15600991 units,ARTEMIEVA,694,Germany,MALE,31,6,109052.59,2,1,1,19448.93 units,1
15744368 units,Sun,633,Spain,Male,58,6,98308.51,₹1,1,1,₹132034.13,0
15579996,,524,Germany,Female,25,7,131402.21,1,0,0,₹193668.49,0 units
15744979,Fowler,666,France,Female,36,8,0.0,₹1,0,1,158666.99,0
15596962,Owens,617,France,Female,24,4,137295.19,2,1,1,₹91195.12,0
15640846,CHIBUEZE,546,Germany,Female,58,3,106458.31,4 units,1,0,128881.87,1
15759684,Ting,528,,Female,27,7,176227.07,,0,₹1,139481.53,0
15806249,Kerr,671,Spain,Female,31,4,0.0,2,0,1 units,79270.02,₹0
15610936,Becher,562,France,Male,33 units,6,0.0,2,1,0,111590.35,0
15797760,Bogdanov,632,France  ,Male,40,3,193354.86,2,1 units,0,149188.41,0 units
15727688,CHIZUOKE,555,Spain,Male,32,4,0.0,2,1,1,54405.79,0
15674573,Gearhart,713,France,Female,25,4,121172.97,1,1,1,56268.98,0
15648479,Stephenson,655,France,Female,45,0,0.0,,1,0,166830.71,0
15782144,Gilroy,522,FRANCE,Female,34,3,0.0,,1,1,3894.34,0
15745266,Norman,434,Spain,Male,55,6,0.0,1,0,1,73562.05,1
15684319,Baranova,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1
15665014,Middleton,458,Spain,Male,₹36,5,0.0,2,1,0,79723.78,₹0
15662500,Ts'ao,774,SPAIN,Male,32,9,0.0,2,1,0,10604.48,0
15617419,Roberts,618 units,Germany,Female,29,10,₹100315.1,2,1,1,32526.64,0
15771087,Harrison,757,NULL,Female,71,0,88084.13,2,1,1 units,154337.47,0
15737998,Cheng,529,France,Male,46,₹8,0.0,1,0,0,126511.94,1
